sales_id,customer_id,product_id,store_id,quantity,discount,date,total_amount
1001,9,18,20,1,16.32,2025-06-28,221.54
1002,32,90,4,3,22.22,2025-06-28,557.1
1003,15,53,7,2,22.71,2025-06-28,726.6
1004,140,71,14,1,18.2,2025-06-28,316.78
1005,185,1,14,1,5.0,2025-06-28,180.88
1006,136,58,4,2,23.92,2025-06-28,155.22
1007,72,90,16,4,21.6,2025-06-28,748.72
1008,155,87,1,4,2.58,2025-06-28,1426.85
1009,190,90,17,2,13.91,2025-06-28,411.08
1010,12,6,10,2,5.22,2025-06-28,155.86
1011,65,70,16,3,10.12,2025-06-28,1330.7
1012,107,44,16,1,0.54,2025-06-28,452.65
1013,42,72,8,3,12.01,2025-06-28,272.84
1014,190,24,7,2,16.5,2025-06-28,311.2
1015,115,86,6,3,18.59,2025-06-28,405.35
1016,139,19,16,2,19.9,2025-06-28,350.53
1017,103,18,20,3,25.09,2025-06-28,594.97
1018,171,95,16,3,6.46,2025-06-28,1084.96
1019,95,30,7,4,3.61,2025-06-28,107.92
1020,17,42,9,2,25.55,2025-06-28,372.41
1021,160,33,14,3,4.7,2025-06-28,106.35
1022,85,74,11,1,29.24,2025-06-28,289.16
1023,168,12,14,3,25.28,2025-06-28,1087.42
1024,151,94,7,3,15.03,2025-06-28,720.96
1025,56,27,1,1,29.44,2025-06-28,73.27
1026,134,39,13,2,2.92,2025-06-28,667.33
1027,86,9,20,4,9.09,2025-06-28,1100.19
1028,178,21,3,4,19.15,2025-06-28,995.65
1029,102,76,20,4,10.5,2025-06-28,1309.78
1030,165,29,4,1,27.85,2025-06-28,215.19
1031,192,33,11,3,1.97,2025-06-28,109.4
1032,54,62,2,2,16.48,2025-06-28,232.72
1033,200,15,14,3,17.73,2025-06-28,234.47
1034,177,2,12,4,19.58,2025-06-28,1529.91
1035,115,52,17,3,7.67,2025-06-28,1076.63
1036,139,44,12,1,10.94,2025-06-28,405.32
1037,88,54,12,1,25.31,2025-06-28,334.57
1038,49,18,1,2,5.85,2025-06-28,498.52
1039,149,3,13,2,24.81,2025-06-28,552.41
1040,115,7,14,4,16.88,2025-06-28,112.21
1041,194,43,2,2,22.87,2025-06-28,33.97
1042,63,82,12,3,21.41,2025-06-28,739.21
1043,104,38,16,1,6.23,2025-06-28,50.03
1044,83,37,4,1,17.06,2025-06-28,129.2
1045,103,58,8,1,26.03,2025-06-28,75.46
1046,156,33,2,2,12.96,2025-06-28,64.76
1047,17,59,10,1,29.0,2025-06-28,19.45
1048,6,95,9,1,13.57,2025-06-28,334.16
1049,147,11,15,1,4.28,2025-06-28,14.54
1050,184,68,13,4,11.68,2025-06-28,1420.5
1051,28,82,17,4,28.55,2025-06-28,896.07
1052,194,68,16,2,9.59,2025-06-28,727.06
1053,38,98,2,1,26.04,2025-06-28,160.22
1054,119,93,20,2,26.44,2025-06-28,561.4
1055,37,88,20,1,10.51,2025-06-28,286.9
1056,115,22,14,1,2.5,2025-06-28,72.2
1057,68,66,3,1,21.74,2025-06-28,214.14
1058,177,44,12,2,9.35,2025-06-28,825.11
1059,43,6,8,2,23.49,2025-06-28,125.81
1060,164,42,2,1,13.28,2025-06-28,216.9
1061,58,25,4,3,14.56,2025-06-28,591.46
1062,13,57,14,2,23.34,2025-06-28,74.82
1063,52,85,16,4,11.47,2025-06-28,562.84
1064,58,55,19,2,13.29,2025-06-28,521.92
1065,32,16,2,1,11.29,2025-06-28,84.98
1066,105,95,12,3,11.02,2025-06-28,1032.07
1067,188,14,14,1,15.78,2025-06-28,92.73
1068,83,39,6,4,24.26,2025-06-28,1041.27
1069,186,28,13,2,10.85,2025-06-28,462.78
1070,99,96,4,2,15.73,2025-06-28,420.39
1071,104,92,18,1,20.12,2025-06-28,286.02
1072,184,51,12,1,8.08,2025-06-28,445.76
1073,28,49,20,4,8.33,2025-06-28,1010.64
1074,129,9,19,3,28.0,2025-06-28,653.51
